@RELATION trialquotes_newdata

@ATTRIBUTE index_number REAL
@ATTRIBUTE tweet STRING
@ATTRIBUTE sentiment {-1.0,1.0}

@DATA
6195,"rt @iviewmarkets : $nflx still not overbought after <num> % gain , amazing",1.0
6196,"sweeper brief : <num>/<num>/<num> sharks dry off with markets trading in the record books $cbl , $vxx , $fcx , $twlo , $mcd ,",1.0
6197,"rt @econompic : $rsx up <num> % and $gs up <num> % since the election ... sometimes the most obvious trades are the best .",1.0
6198,"rt @dynamicvol : as a reminder , a <num> $vix roughly implies that <num> of the next <num> $spx trading days will fall within +/- <num>.<num> % . ambitious imo",1.0
6199,"customer service @deliverydotcom is amazing . only reason ever use @seamless is have more restaurants i frequent . $amzn should buy delivery",1.0
6200,"how i respond to my haters [ nsfw ] remember my first hater also became my first millionaire student $fb $twtr",1.0
6201,"how intel can strengthen its relationship with #apple . $intc $aapl",1.0
6202,"rt @ciovaccocapital : the mother of all stock market signals details $spx $spy #stocks #markets #investing",1.0
6203,"the earnings growth rate for $spx for <alphanum> is <num>.<num> % , above the estimate of <num>.<num> % on dec. <num> .",1.0
6204,"$nvda then $avgo then $mu , then $amd , $swks , $txn , $adi all have ability to go higher .",1.0
6205,"yep , we caught a good one with $avgo",1.0
6206,"#apple stock ( $aapl ) in <num> will outpace #tech giants #techstocks #stocks #investing",1.0
6207,"rt @zortrades : top <num> sectors for next week - a bulk of a stock s move is due to the underlying sector ; ... $spy $x",1.0
6208,"`` <num> companies that came to win this week '' including <alphanum> networks : via @crn $ffiv",1.0
6209,"watch what they do ; not what they say . $spx $ndx",1.0
6210,"rt @ophirgottlieb : $bac i 'm going to show you what edge is in option trading . and then you 're going to do it yourself",1.0
6211,"<num> most unbelievably undervalued biotech stocks - $celg ( long )",1.0
6212,"microsoft corporation 's cloud-computing business is surging - $msft",1.0
6213,"`` facebook is worth $<num> '' - barron 's , september <num> , <num> current price : $<num> return since : +<num> % $fb",1.0
6214,"what 's that thing on the wooden hutch ? does zuck own an amazon echo ? ? ( he posted this pic on $fb )",1.0
6215,"rt @jboorman : weekend review and watchlist $spx $ozrk $ba $gd $sum $hal $mscc $msft $ual",1.0
6216,"because the dow finally hit <num>,<num> $djia $dia",1.0
6217,"$goog recalls staff to the u.s. after trump immigration order : via @mhbergen",1.0
6218,"the cashtag collection the freshest shirts for $aapl , #brexit , $vrx and dow <num>k",1.0
6219,"it 's the weekend so it 's time to study the past , see my best day ever and learn from it $fb $twtr",1.0
6220,"the fear index is trading at a multi-year low and this is great for investors $vxx $spy",1.0
6221,"rt @motleyfoolmoney : earnings-palooza ! hear the latest on microsoft , alphabet , starbucks & amp ; more . $msft $googl $sbux $qcom $mcd $cat",1.0
6222,"$qqq trading option in nasadq <num> can be a winner -- if you take care to check",1.0
6223,"rt @barronsnext : starbucks ca n't keep up with how popular its mobile-ordering feature has become . $sbux",1.0
6224,"rt @charliebilello : `` facebook is worth $<num> '' - barron 's , september <num> , <num> current price : $<num> return since : +<num> % $fb",1.0
6225,"$aapl the staggering power of proper trading has made apple a gem in the option market",1.0
6226,"@cato<num>lives good thats why i bought $fcx and $clf . raw materials ftw .",1.0
6227,"$aapl selling put spreads in apple but _avoiding_ _earnings_ has returned <num> % in a year ( year )",1.0
6228,"as more online consumers turn to digital retail platforms to buy groceries , all eyes turn to amazon : $amzn",1.0
6229,"rt @timothysykes : <num> billionaire secrets of their success pretty crazy and so useful $fb $twtr",1.0
6230,"seven years ago today : steve jobs introduces the #ipad @apple $aapl",1.0
6231,"<num> billionaire secrets of their success pretty crazy and so useful $fb $twtr",1.0
6232,"rt @barronsnext : why netflix 's money-losing international business looks poised for a big turnaround . $nflx",1.0
6233,"$aapl how to win trading options in apple",1.0
6234,"analysts expect substantial rebound in $spx energy earnings growth in <num> .",1.0
6235,"rt @syncubate : @readdanwrite $twtr is invaluable - yet it 's current market capitalization simply does not reflect its brand ubiquity & amp ; intr",1.0
6236,"rt @timothysykes : remember my #<num> top penny stock trading tip ! never forget this $fb $twtr",1.0
6237,"for cy <num> , $spx is reporting earnings growth of <num>.<num> % .",1.0
6238,"apple , intel lead <num> dow stocks in buy range now $aapl $intc $ba $cat $hd $utx",1.0
6239,"rt @ophirgottlieb : $aapl a <num> % win rate and an <num> % return in a year with this option strategy that avoids earnings .",1.0
6240,"this $<num> off deal ends in just <num> days from now so take advantage of it asap $fb $twtr peeps !",1.0
6241,"something for the bears to chew on $spy $spx $iwm $qqq - new post for the coming week .",1.0
6242,"rt @timothysykes : new blog post : <num> steps to picking a big penny stock winner must read $fb $twtr peeps !",1.0
6243,"alibaba , square , under armour : fast money picks for january <num> $baba $fbhs $sq $uaa",1.0
6244,"$aapl a clever , risk reducing option strategy that has returned <num> % in a year and a <num> % win rate",1.0
6245,"dan nathan 's ups options trade $fdx $ups",1.0
6246,"awesome free webinar i did on how to adapt to this new market do n't miss this $fb $twtr",1.0
6247,"yes . yes . yes . not universally , but we 've been invested in $baba ( + many other ecomm ) since early vc days . like all",1.0
6248,". @starbucks ceo : we 're going to hire <num>,<num> refugees . we are living in an unprecedented time . '' $sbux",1.0
6249,"schultz said starbucks is developing plans to hire <num>,<num> refugees over the next <num> years across <num> countries : $sbux",1.0
6250,"$spy vwap from election will be important level to monitor",1.0
6251,"<num> important steps to freedom and freedom is what really matters in life $fb $twtr",1.0
6252,"starbucks ceo plan following trump ban : wants to hire <num>,<num> refugees worldwide in next five years $sbux",1.0
6253,"the forward <num>-month p/e ratio for $spx is <num>.<num> , above the <num>-year average ( <num>.<num> ) .",1.0
6254,"rt @pipstodollars : $sbux starbucks ceo howard schultz stands up to trump , wants to hire <num>,<num> refugees $sbux via @",1.0
6255,"inspired in part by the mo farah tweet . $nke",1.0
6256,"$aapl winning option trades in apple",1.0
6257,"<num> key lessons to make your <num> great ! you need to watch this $fb $twtr",1.0
6258,"the trailing <num>-month p/e ratio for $spx is <num>.<num> , above the <num>-year average ( <num>.<num> ) .",1.0
6259,"rt @timothysykes : <num> key lessons to make your <num> great ! you need to watch this $fb $twtr",1.0
6260,"rt @timothysykes : <num> important steps to freedom and freedom is what really matters in life $fb $twtr",1.0
6261,"starbucks ceo howard schultz : we will hire <num>,<num> refugees $sbux $usd",1.0
6262,"why you should bet on $baba , $ibm , and <num> more stocks to outperform in february",1.0
6263,"google is pledging $<num>m to support u.s. #immigration organizations $googl",1.0
6264,"$aapl earnings preview : tim arcuri sees <num>m iphone unit sell-in , <num>.<num>m ipad units , & amp ; <num>.<num>m apple watch units",1.0
6265,"rt @cerebrus<num> : $p $fb #ua #sbux large short position orders #investing #finance #valueinvesting #hedgefunds #philanthropy #stocks #stockma",1.0
6266,"early movers : $c , $tpx , $dis , $axp , $xxia , $low , $dal & amp ; more by @peterschack",1.0
6267,"alibaba , square , under armour : @cnbcfastmoney picks for january <num> $baba $fbhs $sq $uaa",1.0
6268,"dan nathan 's ups options trade $fdx $ups",1.0
6269,"monday got you down ? brighten your day with some good , wholesome stock-watching : $dal $tm $fit $tpx",1.0
6270,"i always like to spy 'green beans in the red sea ' for hints re : underlying demand . $teva $twtr $cmg $wmt $tgt $dis",1.0
6271,"$spx took out momentum stops fast- <num>,<num>,<num>. now look , it 's testing `` bigger trend support '' from post election",1.0
6272,"$ntap upgraded at goldman sachs $gs , analyst sees improving fundamentals , an improving it spending environment , possi",1.0
6273,"$aapl consumers willing to pay more for extra hardware , w/ #iphone <num> plus accounting for ~<num> % of total sales in the",1.0
6274,"$fb the marvelous reality of trading options in facebook and avoiding earnings risk",1.0
6275,"$aapl a high percentage winning option trade that has crushed it",1.0
6276,"dow losers : $ba $dd $gs $jpm $intc",1.0
6277,"ivape ? apple patent application suggests company may be eyeing the vaping industry $aapl",1.0
6278,"someone has already spent $<num> million this year buying vix call options : $vix $spy $voo",1.0
6279,"citigroup is standing by its investments in mexico even amid worries of a trade war @thestreet @jayelang $c",1.0
6280,"why @microsoft looks like a better bet than @intel : $msft $intc via @barronstechblog",1.0
6281,"after an initial surge of volume things have calmed down in $spx pit cboe @cboe | chicago board",1.0
6282,"rt @optionsaction : fang stocks are breaking out here s how @michael_khouw is trading $fb into earnings $amzn $nflx $googl",1.0
6283,"facebook is leaning toward long-form video $fb",1.0
6284,"facebook is leaning toward long-form video $fb by @biintelligence",1.0
6285,"goldman sachs breaks with government sachs on immigration ban via @dakincampbell @hugh_son @markets $gs",1.0
6286,"google launches fund that could donate $<num>m to aclu , others $googl",1.0
6287,"formal $vix protection still out of style , but $gld bull sweepers have been willing to buy every dip these tumultuo",1.0
6288,". @jeffbezos remember when $amzn took a stand for paris ? where are you now ? cc @anildash @karaswisher",1.0
6289,"boj , sundance , & amp ; momentum mon . discussed : $dd , $dow , $chrw , $fdx , $ups , $tmus #investools",1.0
6290,"$spx that swept thru momentum pivots . did hold the trend line since the election $spy new pivot is $<num>.<num>",1.0
6291,"this $<num> off deal ends in just <num> hours so take advantage of it asap $fb $twtr peeps !",1.0
6292,"wedbush s james dix commented on how new @fcc chief will facilitate m & amp ; a in @thr $vz $t $nflx $cmcsa $twx $amzn #mna",1.0
6293,"$msft could price one of its largest bonds ever , adding to the active ig market ahead of prospective rate hikes",1.0
6294,"rt @optionsaction : chart points to new highs for facebook : technician $fb",1.0
6295,"twitter flies higher , stock range bound over the last <num> sessions $twtr",1.0
6296,"chart points to new highs for facebook : technician $fb",1.0
6297,"citigroup plans to exit mortgage servicing by end of next year $c",1.0
6298,"if these $aapl businesses formed a single company , it would be one of the <num> biggest in the u.s. based on sales :",1.0
6299,"$sbux down <num>.<num> % after ceo announced plans to hire <num>,<num> #refugees",1.0
6300,"here 's how you want to play the amazon juggernaut $amzn",1.0
6301,"s & amp ; p <num> sales are up <num>.<num> % over the past year , strongest since the <num>nd quarter of <num> . $spx",1.0
6302,"microsoft holding biggest corporate bond sale so far this year $msft via @barronsonline",1.0
6303,"nasdaq congratulates @wholefoods on the opening of their bryant park location . welcome to the neighborhood $wfm !",1.0
6304,"markets hate uncertainty ; and 'certainty ' requires a *cogent* strategy for tax reform , infrastructure spend and deregulation . $spx $ndx",1.0
6305,"video game publisher activision added to wedbush 'best ideas list ' : $atvi $ea",1.0
6306,"the `` earnings recession '' appears to be over . $spx",1.0
6307,"microsoft to issue biggest bond of the year in debt market boom via @ft $msft",1.0
6308,"in honor of #nationalmentoringmonth , see the impact of $gs #communityteamworks in <num> :",1.0
6309,"$twtr there are reasons to be bullish twitter , if you dare my take via @yahoofinance @cnnmoney",1.0
6310,"@jbeyda @techcrunch facebook is dominating in so many areas . $fb",1.0
6311,"rt @stockstotrade : use the stt $twtr feed to locate the best news fastest ! ! $drys",1.0
6312,". @facebook started <num> on the right foot . <alphanum> could make or break that trend $fb",1.0
6313,"rt @timothysykes : here are <num> traits of successful people see what 's working best for people $fb $twtr",1.0
6314,"rt @timothysykes : this is a question i get all the damn time you 'll be surprised at my answer $fb $twtr",1.0
6315,"thanks to m & amp ; a , times have never been better for chipmakers : $mchp $on $cy $adi $qcom $nxpi $swks",1.0
6316,"$aapl winning option trades in apple",1.0
6317,"microsoft just priced a $<num>bn ig bond , its <num>nd largest ever following the $<num>.<num>bn issue that priced <num> months ago in",1.0
