"","tweets","positive","negative","score"
5543,"tesla is investing $<num> million in its giant gigafactory and hiring hundreds of workers - $tsla",0,0,1
5544,"rt @tradingnation : gold is doing something it has n't since <num> . $gld",0,0,1
5545,"intel introduces platform for retailer iot $intc",0,0,1
5546,"intel introduces platform for retailer iot $intc by @biintelligence",0,0,1
5547,"rt @ophirgottlieb : $bac there was huge edge in trading bac options",0,0,1
5548,".. @hedgeye leader : financials $xlf : sales & amp ; eps gained +<num>.<num> % and +<num>.<num> % laggard : consumer staples $xlp : sales & amp ; eps o",1,0,1
5549,"rt @igtv : how to trade the negative reaction to $gs and $c earnings with @jeremynaylor_ig losses can exceed deposit",0,2,1
5550,"macau gaming stocks now in-line with <num> expectations $lvs $mgm $mpel $wynn",0,0,1
5551,"goldman finds a new notch on its belt . expenses at lowest level in <num> years , and beat its $<num>m <num> cost-cutting goal by $<num>m . $gs",0,0,1
5552,"questions to ask about $aapl foray into original content",0,1,1
5553,"$nflx the option strategy that made <num> % on earnings .",0,0,1
5554,"can anyone compete with amazon ? target warning shows how tough it is for `` old '' retail . $tgt now down <num> % ytd . $amzn up <num> % .",0,1,1
5555,"rt @wrigleytom : $adbe <num>.<num> nice reaction to repo announcement see if can spend time & gt ; $<num> if so , chart has room some levels to eye",0,0,1
5556,"alibaba has <num> % upside , hsbc says before #earnings $baba $bidu $tcehy #china #shopping #jackma #trump @barronsonline",1,0,1
5557,"netflix takes breather with earnings after close . $nflx down today but up <num> % ytd . would be fun if new $nflx star seinfeld was on call . heh .",0,0,1
5558,"speculative trade here $twtr peeps !",0,0,1
5559,"facebook won t pay publishers for live videos anymore $fb",0,0,1
5560,"rt @wsjbusiness : mattel names google executive margaret georgiadis as ceo , succeeding sinclair $mat $googl @pziobro @joannlublin",1,0,1
5561,"pre #earnings straddles : $nflx , $axp , $ibm , & amp ; $ge . $tgt issues <alphanum> guidance calls active @angiemiles",0,0,1
5562,"great piece on the culture change at $aapl by @msabalakrishnan",0,0,1
5563,"orphan drugs among <num> 's top <num> best-selling medications $abbv $amgn $biib $sny $pfe $celg $teva",1,0,1
5564,"btw ... $nflx earnings today -- here 's the option strategy that has been the largest winner",1,0,1
5565,"$nflx earnings does the stock move more or less than options reflect which is +/- $<num> in one direction ?",0,1,1
5566,"my main takeaway for dimon interview that he felt market knows policy will take time and thus implied not overvalued . $gs ceo blankfein next",0,2,1
5567,"expiration influences typically happen the days *preceding* the actual expiry . $spx $ndx",0,0,1
5568,"$nflx will hold this through tonight",0,0,1
5569,"citigroup 's quarterly profit gets boost from trading $c",2,0,1
5570,"rt @bespokeinvest : today would be <num> trading days without a <num> % decline for the s & amp ; p. longest streak of bull market is <num> : $spy $$",0,1,1
5571,"rt @jeffmacke : $tgt guides lower <num>mo <num> days after guiding higher . ecommerce still & lt ; <num> % total biz . did they think $amzn was going away ? ( earn",0,1,1
5572,"mother nature saw same-store sales at mcdonald 's down by <num>.<num> % in the fourth quarter : $mcd",0,0,1
5573,"with a bit over <num> hours to trade the at-the-money straddle in $nflx trades $<num>.<num> , pricing in a <num>.<num> % move thru fri",0,0,1
5574,". @jimcramer discusses strategies for selling bank stocks like goldman sachs and bank of america :",0,1,1
5575,"updated with the correct spending figures : #microsoft loves montreal so much its doubling its #ai team there $msft",0,0,1
5576,"$fast - digging thru growth prospects -",1,0,1
5577,"rt @mktsinsider : apple climbs to its best level in over a year $aapl",1,0,1
5578,"apple climbs to its best level in over a year $aapl",1,0,1
5579,"goldman sachs december-quarter #earnings improve year over year , the #stock is mostly unchanged . $gs",1,0,1
5580,"yuan some gold ? wildcard wednesday . discussed : $lgf , $foxa , $dis , $nflx , $amzn , $cp , $fast , $usb , $gs #investools",0,0,1
5581,"rt @gigabarb : updated with the correct spending figures : #microsoft loves montreal so much its doubling its #ai team there $msft",0,0,1
5582,"rt @jonnajarian : with a bit over <num> hours to trade the at-the-money straddle in $nflx trades $<num>.<num> , pricing in a <num>.<num> % move thru friday @td",0,0,1
5583,"ibm 's fourth quarter could show a continued turnaround . what etfs to buy if you think it will :",1,0,1
5584,"today is one of the days where u do n't need to do much . recent strong stocks are trying to flag & amp ; prove they can hold higher . same for $spx",1,0,1
5585,"why jerry seinfeld deal is a crucial win for netflix @readdanwrite $nflx",1,1,1
5586,"why jerry seinfeld deal is a crucial win for netflix @readdanwrite @yahoofinance $nflx",1,1,1
5587,"cramer -- goldman sachs & amp ; citigroup have so much capital that multiple rate hikes could really help them : $gs $c",0,0,1
5588,"nice piece by @readdanwrite on big $nflx win with seinfeld . @yahoofinance",1,0,1
5589,"rt @wilfredfrost : my main takeaway for dimon interview that he felt market knows policy will take time and thus implied not overvalued . $gs",0,2,1
5590,"so google 's acquisition of fabric from twitter does not include gnip or mopub , just the core platform including crashlytics . $twtr",0,1,1
5591,"great profile on @nyustern dean : $gs has <num> @nyuniversity alumni , including alison mass",0,0,1
5592,"how to use facebook and #fakenews to get people to murder each other - buzzfeed news $fb #southsudan",0,0,1
5593,"exxon is the latest #oil company to pour billions into the permian basin . $xom",0,0,1
5594,"twitter just sold its developer platform to google $goog $twtr $googl",0,0,1
5595,"#facebook plans to #invest more than $<num> billion in #vr over the next decade | #techcrunch $fb #oculus",0,0,1
5596,"rt @rickjnewman : nice piece by @readdanwrite on big $nflx win with seinfeld . @yahoofinance",1,0,1
5597,"netflix user growth analysis lends positive expectations for wednesday earnings report $amzn $nflx",2,0,1
5598,"fed 's beige book showed economy continued to expand at 'modest ' pace across most regions $spy $fed",0,0,1
5599,"nvidia 's machine learning business seems very strong $nvda $aapl $amzn $goog $msft",1,0,1
5600,"yellen says dec. rate increase reflects confidence economy will keep improving , expect to raise rates a 'few times a year ' through <num> $spy",1,0,1
5601,"all the retailers that could feel the effects of the gop 's tax efforts $bby $cost $hd $wmt",0,0,1
5602,"ceo on netflix -- 'this is going to be one of the great companies of our time '",0,0,1
5603,"$spx <num>:<num> lasts for at least <num> minutes . stocks unchanged .",0,0,1
5604,"western digital eyes stake in toshiba 's memory-chip business : $wdc $stx",0,0,1
5605,"rt @timothysykes : why is my <num>-hour trading checklist <num> % free ? watch it asap while it 's <num> % free $fb $twtr",0,0,1
5606,"why is my <num>-hour trading checklist <num> % free ? watch it asap while it 's <num> % free $fb $twtr",0,0,1
5607,"$qqq holding at ath , <num>/<num>.<num>/<num>/<num> support lower",0,1,1
5608,"$nflx very nice international metrics",0,0,1
5609,"netflix year-over-year revenue growth : <num> % , highest level in <num> years . $nflx",2,0,1
5610,"<num> stocks to watch that report earnings tomorrow $ibm $swks $axp $chkp $unp",0,0,1
5611,"regarding free cash flow , $nflx expects it to be - $<num>b in <num> compared with - $<num>.<num>b in <num> @ericjhonsa live blog :",0,0,1
5612,"netflix surges after reporting huge beat on subscribers $nflx",0,0,1
5613,"rt @jakemalewis : $nflx will continue to be `` a regular issuer of debt '' to finance investments in original content ; balance cash needs",0,0,1
5614,"$nflx up as expected",0,0,1
5615,"looking at a chart of netflix right now like ... $nflx",0,0,1
5616,"rt @jimcramer : happening now ! @thestreet 's live coverage of $nflx earnings",0,0,1
5617,"super interesting $nflx comments on net neutrality here (",1,0,1
5618,"rt @corytv : breaking : netflix big subscriber adds fueled by biggest ever , massive $<num>m marketing spend . $nflx",0,1,1
5619,"netflix has made fresh highs following its report . now up over <num> % on the year @ericjhonsa $nflx",1,0,1
5620,"netflix stock $nflx gained <num>.<num> % in <num>. currently up <num>.<num> % just in after hours trading today .",1,0,1
5621,"netflix hits record as subscribers surge $nflx",0,0,1
5622,"rt @jowens<num> : netflix in <num> : revenue up <num> % profit up <num> % subscribers up <num> % $nflx up <num>.<num> % , tho its up more than that right now .",1,0,1
5623,"netflix in <num> : revenue up <num> % profit up <num> % subscribers up <num> % $nflx up <num>.<num> % , tho its up more than that right now .",1,0,1
5624,"no chill : netflix adds <num> million subscribers in stellar <alphanum> $nflx",0,1,1
5625,"netflix <num>q sales jumped <num> % ; time warner ( hbo ) sales expected to rise <num> % . netflix live blog : $nflx",1,0,1
5626,"rt @annierpalmer : netflix $nflx smashed street estimates on int'l/u.s . subscriber growth for the fourth quarter : vi",1,0,1
5627,"netflix posts its biggest-ever quarterly subscriber growth , stock surges <num> % $nflx",1,0,1
5628,"breaking : netflix big subscriber adds fueled by biggest ever , massive $<num>m marketing spend . $nflx",0,1,1
5629,"nailed the $nflx earnings options trade yesterday w/ @thechartress on @bloombergtv below :",0,0,1
5630,"at $<num>/share , netflix is worth almost $<num> billion . that 's equal to : <num> tesla <num> twitter <num> yelps and <num> etsys $nflx :",0,0,1
5631,"rt @mikesnider : describing q $<num> as `` huge , '' @netflix ceo @reedhastings `` but the big picture is remarkably steady . ... `` $nflx",0,0,1
5632,"during <alphanum> @netflix had `` pretty powerful releases '' like luke cage & amp ; narcos that `` really travel well around the world . '' #tedsarandos $nflx",0,0,1
5633,"what mother-daughter duo is loved overseas ? @netflix says gilmore girls was popular with international audiences $nflx",2,0,1
5634,"another if you had : - orange is the new black - <alphanum> - master of none - kimmy schmidt ( $nflx earnings call bingo )",0,0,1
5635,"$nflx beats earnings again today . clip from cnbc last year . love this company . #netflix #entertainment",1,0,1
5636,"describing q $<num> as `` huge , '' @netflix ceo @reedhastings `` but the big picture is remarkably steady . ... `` $nflx",0,0,1
5637,"i may be cray but ca n't shake sense that the <num> stock market field position is the mirror image of the <num> field position . $spx $ndx",0,1,1
5638,"rt @mikesnider : netflix shares hit record after subscriber surge via @usatoday @netflix $nflx",0,0,1
5639,"netflix shares hit record after subscriber surge via @usatoday @netflix $nflx",0,0,1
5640,"#netflix crushes #earnings , stock soars after-hours . a look at how $nflx and the other fang stocks have done so far",0,0,1
5641,"rt @richbtig : eight questions for @netflix s <alphanum> <num> earnings interview ; raising estimates and target to $<num> $nflx",0,1,1
5642,"rt @jimcramer : will tomorrow be $fang 's day ? $nflx sure would indicate it to be the case . more tonight ! @madmoneyoncnbc",0,0,1
5643,"lumpiness ! $nflx earnings call bingo",0,0,1
5644,"netflix thinks hbo will soon start acting like netflix @mylesudland $nflx",0,0,1
5645,"netflix : revenue up <num> % profit up <num> % subscribers up <num> % $nflx up <num> %",1,0,1
5646,"rt @wallstcynic : $nflx added $<num>.<num> billion in capital in <num> , to increase ebit $<num> million . revs grew <num> % , capital employed grew <num> % .",0,0,1
5647,"rt @randyafrederick : rising $vix with a rising $spx probably indicates growing uncertainty ahead of friday 's inauguration .",0,0,1
5648,"$googl that thing no one covered about google -- yeah , it does matter my take via @yahoofinance @cnnmoney",0,1,1
5649,"@trading_<num>_fun $wmt $lulu $amzn $dks . and $sbux",0,0,1
5650,"rt @jonsteinberg : from yesterday @richbtig nailed $nflx",0,0,1
5651,"netflix surges late ; steel , chips rally as indexes close mixed : $nflx $stld $mchp",0,1,1
5652,"what will short sellers make of the new mattel ceo ? $goog $mat",0,1,1
5653,". @cnbcnow and there it is ladies and gents . flow tells it all . $csx @wallstjesus",0,0,1
5654,"will the new big macs bring back customers to $mcd ? @guyadami takes them to the test .",0,0,1
5655,"today 's free video recap and look ahead $spx $spy $iwm $nflx $baba $aapl $googl $qqq",0,0,1
5656,"$csx climbs nearly <num> % in post-market after dj reports that outgoing cp ceo & amp ; activist investor plan to target csx",0,0,1
5657,"rt @waltbtig : since cook has taken over , r & amp ; d has more than quadrupled and risen to <num>.<num> % of rev from <num>.<num> % . $aapl",0,0,1
